,Id,SalePrice
0,1461,124559.7895006427
1,1462,156711.14404049824
2,1463,184837.59661475092
3,1464,196362.69032645255
4,1465,190552.5225142539
5,1466,171082.05881844446
6,1467,175076.68664886878
7,1468,164997.92027632272
8,1469,188000.14566858506
9,1470,123517.71729664408
10,1471,195322.05288983884
11,1472,96505.88866084265
12,1473,95595.40809327152
13,1474,148464.9567329307
14,1475,114967.03515984643
15,1476,371141.31203985773
16,1477,246104.67410099745
17,1478,283126.56766679656
18,1479,277392.0319691005
19,1480,501177.62029637763
20,1481,323616.79453441815
21,1482,204288.78241460896
22,1483,174498.25979330417
23,1484,164078.77999231004
24,1485,184047.56434892214
25,1486,194094.0804875308
26,1487,335830.3706720061
27,1488,232725.021351622
28,1489,194088.4589259976
29,1490,230839.5736734348
30,1491,192606.74569893404
31,1492,92206.42686981958
32,1493,181282.0197313828
33,1494,283995.0106271236
34,1495,283552.89097794134
35,1496,233496.093957717
36,1497,180136.72953910576
37,1498,167272.96574957744
38,1499,162508.91731079496
39,1500,155787.87873830882
40,1501,174355.31965705607
41,1502,144154.4267489157
42,1503,291460.6931336235
43,1504,237418.74985091653
44,1505,220564.2552089321
45,1506,184506.3618887205
46,1507,249894.35456885988
47,1508,199593.22667150703
48,1509,160094.541027839
49,1510,145803.86778450717
50,1511,149427.79945005573
51,1512,173087.1456213028
52,1513,146605.88643855057
53,1514,157244.29637353786
54,1515,188877.51838403466
55,1516,150092.39599296896
56,1517,169029.52784438437
57,1518,131822.56115684766
58,1519,218271.30404030276
59,1520,128881.59960841668
60,1521,133018.31691028478
61,1522,169339.13909446463
62,1523,113569.34969173449
63,1524,122198.79463374898
64,1525,122883.28160232486
65,1526,112632.54313334358
66,1527,104270.00592414734
67,1528,135281.6143382799
68,1529,151815.88661531633
69,1530,180280.89660351188
70,1531,101995.97464019635
71,1532,95571.78054110403
72,1533,145817.8038028596
73,1534,124148.89289540537
74,1535,149089.53995511422
75,1536,110139.57249671312
76,1537,63998.75585613211
77,1538,150153.2614905675
78,1539,187287.23457587563
79,1540,90440.70108593139
80,1541,140894.915094206
81,1542,143574.73848695777
82,1543,200947.1769185092
83,1544,81389.99658796945
84,1545,111228.50488678314
85,1546,130388.92973850186
86,1547,132842.34673768491
87,1548,138371.80737293942
88,1549,116699.9538982582
89,1550,133268.36372342528
90,1551,108058.46864919866
91,1552,132698.3563210039
92,1553,152383.71080989356
93,1554,115200.86019305851
94,1555,161882.17441964024
95,1556,78578.32318604461
96,1557,105139.90398047399
97,1558,98158.0900578815
98,1559,71888.23587308034
99,1560,128725.76033756525
100,1561,130227.80406484166
101,1562,129583.17010831209
102,1563,120536.0875317265
103,1564,157037.22906533658
104,1565,149237.03237482387
105,1566,235300.74797735
106,1567,72272.63844038338
107,1568,229464.39432866385
108,1569,136258.62093963329
109,1570,136159.2317666627
110,1571,120746.70450723828
111,1572,146357.302511236
112,1573,244804.35616258765
113,1574,113655.97817029522
114,1575,226612.25063583793
115,1576,241979.67139450525
116,1577,186850.00190868977
117,1578,144429.20551907574
118,1579,144389.68803739158
119,1580,194959.1454857125
120,1581,152275.49888766618
121,1582,124691.63037719199
122,1583,306340.2910888236
123,1584,225249.97965776632
124,1585,137424.69653033116
125,1586,68242.89218834994
126,1587,100372.96244623825
127,1588,153090.9946548949
128,1589,96356.77501740002
129,1590,135338.3616795069
130,1591,93543.17742715207
131,1592,115614.13802993222
132,1593,125495.03270141991
133,1594,128255.61839531778
134,1595,108272.44678801799
135,1596,231660.52877198622
136,1597,190507.23496567417
137,1598,213952.55799597883
138,1599,169858.29513948242
139,1600,164335.24143257807
140,1601,61219.253839304074
141,1602,113686.09719328217
142,1603,80405.94229504337
143,1604,264633.52960913023
144,1605,238086.6859652683
145,1606,166255.75663803038
146,1607,173426.7272522014
147,1608,215597.12405706794
148,1609,182871.5476928508
149,1610,148440.35654217572
150,1611,133103.68033190642
151,1612,167828.8552135757
152,1613,166806.6188464488
153,1614,125220.44734796918
154,1615,91901.0925571292
155,1616,75883.26967615326
156,1617,94084.71920442751
157,1618,124747.40375406209
158,1619,138815.62521304336
159,1620,156241.17150921456
160,1621,137236.70247005264
161,1622,140317.54691424707
162,1623,269058.55778824387
163,1624,211238.68819432633
164,1625,121881.73292230391
165,1626,165292.35095295418
166,1627,193586.664311343
167,1628,279141.2860043496
168,1629,177408.1728316545
169,1630,364800.37465530797
170,1631,220222.61479376815
171,1632,241055.59495026807
172,1633,172492.35239874318
173,1634,187668.10730095583
174,1635,173132.21265204516
175,1636,149238.05191874004
176,1637,198007.2034629991
177,1638,181581.66335254436
178,1639,184704.68780754073
179,1640,259170.30666546806
180,1641,177747.23356442744
181,1642,229407.4274413187
182,1643,215306.97693994135
183,1644,228412.07889526366
184,1645,193740.2574197432
185,1646,157698.09719358548
186,1647,156139.439222354
187,1648,129999.22274498643
188,1649,138848.02330301434
189,1650,114705.63376258992
190,1651,123512.94878751323
191,1652,95682.1545251438
192,1653,97248.46483415774
193,1654,146656.19356087624
194,1655,138740.8896718094
195,1656,141872.80346038545
196,1657,148698.07866059148
197,1658,147510.966087657
198,1659,121933.98032998512
199,1660,156069.4639382956
200,1661,448658.2293927393
201,1662,399917.48794351314
202,1663,384106.7951578612
203,1664,493723.7764763718
204,1665,305310.94512085477
205,1666,329379.0650119992
206,1667,376028.3874107526
207,1668,337216.7940430517
208,1669,293222.45651398844
209,1670,342888.1269804454
210,1671,252711.20583095984
211,1672,447990.3215460729
212,1673,287399.03645102505
213,1674,233544.64063743377
214,1675,189756.82242231438
215,1676,189075.0195772677
216,1677,217534.65500691562
217,1678,472215.0046452962
218,1679,391961.48184438417
219,1680,345512.6648807164
220,1681,247649.93225055843
221,1682,306683.6958060336
222,1683,177247.21225452155
223,1684,174281.94646821063
224,1685,170439.38791049694
225,1686,166982.0539526292
226,1687,168238.6430937093
227,1688,190011.7195991005
228,1689,192224.0316986911
229,1690,194794.56848343578
230,1691,182651.723686189
231,1692,261581.7276372839
