Id,SalePrice
1461,127034.765625
1462,169274.65625
1463,186737.3125
1464,195783.640625
1465,180597.84375
1466,170641.671875
1467,170451.546875
1468,164840.734375
1469,184335.53125
1470,126868.296875
1471,205288.5625
1472,93263.90625
1473,92692.0625
1474,156247.015625
1475,116036.6171875
1476,371558.84375
1477,243027.78125
1478,262498.0
1479,220610.015625
1480,490028.34375
1481,329941.8125
1482,197092.953125
1483,166290.0625
1484,158481.296875
1485,173242.3125
1486,197635.40625
1487,345977.625
1488,226722.328125
1489,188406.828125
1490,214223.59375
1491,190787.59375
1492,97982.71875
1493,178056.84375
1494,288156.75
1495,298563.125
1496,228244.203125
1497,188483.03125
1498,164068.46875
1499,157741.09375
1500,144010.765625
1501,177410.375
1502,148760.984375
1503,305191.3125
1504,239116.265625
1505,223042.609375
1506,184244.5
1507,267432.65625
1508,191236.078125
1509,163683.21875
1510,144970.796875
1511,144875.4375
1512,170062.34375
1513,156793.34375
1514,179605.921875
1515,177883.046875
1516,149536.046875
1517,167440.125
1518,135761.421875
1519,228906.65625
1520,134564.046875
1521,136942.140625
1522,171801.203125
1523,116609.9375
1524,117332.125
1525,128374.9296875
1526,116293.9765625
1527,106766.5390625
1528,123501.9140625
1529,153765.953125
1530,177274.0625
1531,102066.4453125
1532,92041.6171875
1533,143964.625
1534,117630.828125
1535,156099.125
1536,111753.59375
1537,65866.0234375
1538,157584.40625
1539,177723.3125
1540,81019.453125
1541,141715.609375
1542,136415.921875
1543,220300.953125
1544,84082.0703125
1545,109904.390625
1546,131765.65625
1547,137661.53125
1548,138411.359375
1549,104915.0625
1550,136413.84375
1551,108069.6953125
1552,144533.1875
1553,152274.828125
1554,110146.671875
1555,163821.125
1556,80072.3984375
1557,108101.75
1558,91770.2578125
1559,75236.0625
1560,126794.875
1561,128472.9140625
1562,127180.59375
1563,120630.3828125
1564,157492.3125
1565,151366.5625
1566,231526.5625
1567,80645.875
1568,231766.03125
1569,139170.859375
1570,137885.953125
1571,107523.296875
1572,146118.28125
1573,255855.140625
1574,107272.765625
1575,227819.265625
1576,263499.0
1577,183725.484375
1578,145373.125
1579,139223.03125
1580,192851.25
1581,159039.84375
1582,134408.09375
1583,329594.90625
1584,231693.984375
1585,145389.21875
1586,69003.3515625
1587,92311.578125
1588,152571.078125
1589,110080.828125
1590,131119.578125
1591,98687.46875
1592,110476.375
1593,127489.046875
1594,138836.921875
1595,102452.734375
1596,239127.890625
1597,170184.5
1598,198842.71875
1599,165946.28125
1600,167719.640625
1601,59071.16015625
1602,114279.6875
1603,71132.4375
1604,253196.734375
1605,251246.21875
1606,172829.59375
1607,136672.0625
1608,198419.90625
1609,180667.4375
1610,136215.984375
1611,135434.109375
1612,159840.109375
1613,161892.765625
1614,110576.0859375
1615,83018.6640625
1616,72141.5625
1617,94428.1875
1618,122468.71875
1619,139793.53125
1620,161852.328125
1621,135406.34375
1622,146933.234375
1623,287079.59375
1624,208843.609375
1625,122453.5390625
1626,160489.578125
1627,189358.46875
1628,270327.15625
1629,169675.96875
1630,367855.375
1631,207728.46875
1632,243805.453125
1633,163761.296875
1634,190941.03125
1635,176045.875
1636,153450.109375
1637,190913.1875
1638,200108.734375
1639,177831.15625
1640,276194.40625
1641,174003.8125
1642,215862.1875
1643,223101.125
1644,232657.828125
1645,191043.21875
1646,153890.9375
1647,160243.96875
1648,132060.65625
1649,133637.109375
1650,115317.015625
1651,128823.1875
1652,93766.0078125
1653,96238.578125
1654,145205.75
1655,149007.890625
1656,150431.875
1657,148734.03125
1658,151149.46875
1659,121524.4609375
1660,150766.515625
1661,468704.40625
1662,408217.0
1663,393164.40625
1664,495923.8125
1665,252225.484375
1666,325138.59375
1667,360730.0625
1668,320541.65625
1669,275241.21875
1670,338407.78125
1671,257760.5625
1672,476671.5
1673,296582.0
1674,233056.671875
1675,180693.796875
1676,183708.484375
1677,210723.015625
1678,449981.0625
1679,391403.0625
1680,367667.0
1681,239977.53125
1682,309242.375
1683,179200.265625
1684,146385.9375
1685,158171.015625
1686,157175.5625
1687,161986.359375
1688,189991.21875
1689,189317.84375
1690,190141.3125
1691,171033.84375
1692,254972.65625
1693,144747.828125
1694,175940.296875
1695,161582.125
1696,261281.171875
1697,175080.296875
1698,358872.0
1699,322481.625
1700,250830.59375
1701,271342.25
1702,239824.0
1703,243562.140625
1704,285046.3125
1705,220643.25
1706,417777.25
1707,201032.421875
1708,197904.75
1709,262625.6875
1710,214308.1875
1711,247138.0625
1712,209524.484375
1713,255012.78125
1714,228952.296875
1715,199675.8125
1716,187568.875
1717,163524.078125
1718,131037.4453125
1719,201058.875
1720,250167.421875
1721,169282.25
1722,121609.7890625
1723,150458.0
1724,201584.5625
1725,243566.09375
1726,186597.03125
1727,162582.984375
1728,161138.3125
1729,161340.515625
1730,150983.359375
1731,120785.328125
1732,138210.609375
1733,120133.6171875
1734,116739.234375
1735,136946.84375
1736,121017.6640625
1737,317837.03125
1738,226413.5625
1739,286749.59375
1740,205574.796875
1741,190353.953125
1742,170557.40625
1743,177492.96875
1744,301592.5625
1745,242013.59375
1746,176532.921875
1747,229446.078125
1748,230332.234375
1749,150809.515625
1750,135974.953125
1751,239700.53125
1752,126123.96875
1753,148532.03125
1754,178672.109375
1755,174579.4375
1756,131639.546875
1757,121048.484375
1758,151594.53125
1759,154908.125
1760,164455.875
1761,138523.078125
1762,181878.421875
1763,171918.21875
1764,114490.0
1765,164861.171875
1766,166358.265625
1767,217994.484375
1768,147808.265625
1769,195452.875
1770,149951.1875
1771,123198.5234375
1772,134381.9375
1773,128820.9765625
1774,120042.796875
1775,136829.21875
1776,133324.21875
1777,106302.9375
1778,144843.796875
1779,104390.4921875
1780,170143.609375
1781,133833.53125
1782,90771.875
1783,143234.140625
1784,100805.09375
1785,116497.0
1786,139019.765625
1787,168240.296875
1788,51412.55859375
1789,98917.671875
1790,66470.046875
1791,200274.453125
1792,154948.765625
1793,109411.921875
1794,151909.015625
1795,133537.609375
1796,115636.4921875
1797,126061.6796875
1798,122783.1875
1799,105950.921875
1800,127919.5703125
1801,133502.71875
1802,114351.09375
1803,157377.15625
1804,146746.28125
1805,138820.109375
1806,116478.78125
1807,131600.25
1808,120766.5546875
1809,124601.203125
1810,146069.9375
1811,106829.28125
1812,100831.5390625
1813,122583.3515625
1814,102480.390625
1815,61643.984375
1816,100853.1796875
1817,120816.78125
1818,135989.34375
1819,129355.515625
1820,45375.67578125
1821,100395.53125
1822,143089.5625
1823,36739.1796875
1824,145139.703125
1825,125076.953125
1826,99166.4609375
1827,102384.8515625
1828,134126.640625
1829,128839.28125
1830,147417.328125
1831,141920.921875
1832,78031.6875
1833,144734.015625
1834,121086.3515625
1835,134770.828125
1836,126804.4296875
1837,81906.8984375
1838,122989.5703125
1839,87402.4609375
1840,167102.578125
1841,147490.3125
1842,74808.421875
1843,123763.8984375
1844,138132.859375
1845,135657.359375
1846,154040.125
1847,153014.921875
1848,63150.82421875
1849,107823.65625
1850,119487.9296875
1851,164415.5625
1852,125402.8984375
1853,132790.875
1854,174853.53125
1855,136557.40625
1856,222454.8125
1857,153041.1875
1858,141796.734375
1859,113567.3984375
1860,155763.9375
1861,113735.1796875
1862,319839.03125
1863,316201.40625
1864,316201.40625
1865,307068.53125
1866,306555.3125
1867,228907.75
1868,305285.9375
1869,197932.109375
1870,220609.375
1871,215460.515625
1872,155628.078125
1873,238264.0
1874,141630.21875
1875,203626.5
1876,191971.5625
1877,210233.84375
1878,188261.34375
1879,132233.6875
1880,138858.90625
1881,227293.0
1882,253142.15625
1883,195478.96875
1884,203423.484375
1885,256733.359375
1886,304988.8125
1887,208068.09375
1888,259791.125
1889,145342.484375
1890,122342.53125
1891,124089.03125
1892,102900.4296875
1893,132050.703125
1894,134002.875
1895,138403.96875
1896,129293.359375
1897,112146.703125
1898,111850.09375
1899,156372.6875
1900,149305.34375
1901,178824.6875
1902,139906.5
1903,215792.828125
1904,133435.0
1905,181844.953125
1906,162966.734375
1907,200114.46875
1908,110390.5390625
1909,137525.0625
1910,119590.4140625
1911,200178.40625
1912,304481.375
1913,151628.9375
1914,47423.0546875
1915,307075.28125
1916,62998.27734375
1917,252070.375
1918,141943.25
1919,171298.609375
1920,130842.515625
1921,422619.28125
1922,296637.4375
1923,214796.8125
1924,244476.484375
1925,199281.625
1926,377157.8125
1927,132476.296875
1928,151407.140625
1929,115333.6171875
1930,132774.921875
1931,145417.5
1932,136413.3125
1933,187697.359375
1934,184751.9375
1935,168589.140625
1936,187617.71875
1937,177345.078125
1938,166743.4375
1939,245745.078125
1940,183311.21875
1941,173500.40625
1942,181541.71875
1943,201506.71875
1944,316942.3125
1945,379967.6875
1946,145879.765625
1947,299396.28125
1948,170881.71875
1949,245692.34375
1950,178353.078125
1951,262703.09375
1952,218068.515625
1953,168526.78125
1954,181408.96875
1955,131088.1875
1956,270850.75
1957,149260.34375
1958,310061.25
1959,138787.953125
1960,116684.2421875
1961,117605.25
1962,98174.0
1963,104204.8828125
1964,116077.015625
1965,145271.546875
1966,136045.25
1967,267633.46875
1968,436753.84375
1969,372831.34375
1970,433297.9375
1971,473588.9375
1972,402262.40625
1973,249176.90625
1974,316129.0625
1975,481694.65625
1976,263222.71875
1977,351574.8125
1978,314284.53125
1979,326936.125
1980,188637.859375
1981,337832.1875
1982,222572.375
1983,199950.59375
1984,165693.25
1985,208899.0
1986,209490.921875
1987,166338.109375
1988,175253.359375
1989,193602.359375
1990,209171.5
1991,274028.5625
1992,210546.65625
1993,148644.546875
1994,231402.5
1995,183773.3125
1996,250314.203125
1997,289805.0625
1998,333253.71875
1999,255097.90625
2000,311978.84375
2001,255781.953125
2002,230399.25
2003,240442.5625
2004,267450.0
2005,217908.84375
2006,204948.96875
2007,230422.3125
2008,204502.65625
2009,189669.53125
2010,196106.9375
2011,130477.0390625
2012,165219.875
2013,183799.4375
2014,191023.0
2015,204671.421875
2016,192030.15625
2017,201643.78125
2018,120764.25
2019,135798.578125
2020,103222.125
2021,112861.484375
2022,191899.625
2023,147158.875
2024,250952.390625
2025,325457.21875
2026,174352.15625
2027,143392.0
2028,144540.5
2029,167072.453125
2030,289456.75
2031,236259.484375
2032,268372.125
2033,272656.34375
2034,163278.171875
2035,209690.203125
2036,186725.75
2037,190817.25
2038,296094.21875
2039,221077.78125
2040,297151.34375
2041,288963.0625
2042,199274.59375
2043,168030.875
2044,166387.9375
2045,221273.953125
2046,139337.125
2047,154996.5
2048,138982.25
2049,120119.296875
2050,185409.4375
2051,104362.71875
2052,130044.609375
2053,144641.703125
2054,76201.3125
2055,151026.703125
2056,142419.875
2057,113901.2578125
2058,234779.53125
2059,133385.0
2060,163446.75
2061,179896.84375
2062,130232.015625
2063,111104.9375
2064,142271.90625
2065,120232.078125
2066,161173.5
2067,107462.296875
2068,104978.921875
2069,86475.265625
2070,115076.3046875
2071,99389.71875
2072,124807.78125
2073,137773.953125
2074,200569.5625
2075,143947.46875
2076,119324.1796875
2077,158537.53125
2078,129779.71875
2079,131680.234375
2080,114476.25
2081,134030.09375
2082,110013.1328125
2083,148059.953125
2084,107183.4921875
2085,121694.015625
2086,107436.984375
2087,118889.46875
2088,87146.9375
2089,75930.578125
2090,139398.671875
2091,119422.1953125
2092,122116.8515625
2093,123402.8984375
2094,120487.359375
2095,149033.765625
2096,75208.515625
2097,98746.96875
2098,153790.875
2099,60812.6015625
2100,81469.1484375
2101,113777.0625
2102,116553.34375
2103,94432.9609375
2104,134886.421875
2105,133492.53125
2106,74259.1796875
2107,223200.921875
2108,109287.3046875
2109,110148.5625
2110,132834.203125
2111,139189.171875
2112,139116.84375
2113,123115.484375
2114,104128.984375
2115,165077.03125
2116,122232.0859375
2117,149138.546875
2118,125414.5
2119,105411.71875
2120,110126.609375
2121,86312.125
2122,121124.9296875
2123,88472.984375
2124,159160.15625
2125,128500.96875
2126,147957.890625
2127,151170.65625
2128,128323.890625
2129,94620.65625
2130,144478.0625
2131,116285.3203125
2132,122080.75
