Id,SalePrice
1461,122650.99402776144
1462,159240.70695279536
1463,188975.1506304125
1464,198083.34452886364
1465,190053.05378482977
1466,171836.23370001325
1467,175469.09137109172
1468,165458.94025802758
1469,186723.40061063852
1470,123444.40765881962
1471,190618.56163727117
1472,94849.10674962327
1473,95463.57471581182
1474,149413.72999826327
1475,113076.45076557156
1476,366211.2492228527
1477,248763.47166930558
1478,285244.61604506365
1479,275384.54606838006
1480,506891.08285044465
1481,322891.0212962669
1482,205836.72187479038
1483,173402.75171346113
1484,163274.5764782429
1485,184786.93192552545
1486,195615.8894590094
1487,332087.19635385316
1488,235396.78492001846
1489,197252.3902150965
1490,233765.5505889182
1491,193199.90788093957
1492,91522.38591863784
1493,185981.74016617372
1494,282290.7797573117
1495,283343.3606681885
1496,237653.64712415048
1497,182845.13811527588
1498,166937.53229530875
1499,163104.60420338414
1500,158570.35803791654
1501,177279.27403587275
1502,143696.01843306306
1503,294887.48705503874
1504,240742.88864689233
1505,223689.06119405344
1506,188691.8714836168
1507,251095.56685631958
1508,199785.72165789994
1509,161013.1629233553
1510,146332.13876836645
1511,149116.8278952053
1512,172154.36118403845
1513,149938.4776658146
1514,157035.8873985662
1515,189899.4562605257
1516,149304.44642562827
1517,172029.02570636472
1518,129598.1332571737
1519,219342.94026997936
1520,128765.50424457184
1521,134299.77924121983
1522,171885.15625053184
1523,114190.28415341013
1524,125657.46719064756
1525,121509.88409282806
1526,113087.96357407628
1527,104668.06878997765
1528,136403.00928167885
1529,152394.25198761548
1530,178611.47394786184
1531,103886.10273138243
1532,94922.95484817354
1533,146013.63319911875
1534,122775.03511545068
1535,149241.72049491154
1536,108595.5393235854
1537,62110.055250209254
1538,152411.53950445785
1539,190513.51632425663
1540,90506.97970771484
1541,142563.35265518224
1542,143326.29957616323
1543,194571.12842695025
1544,81249.54593378569
1545,111337.8925337435
1546,131112.54840766682
1547,132327.1435186477
1548,139640.54464399422
1549,115827.99143271187
1550,135247.08946884685
1551,108431.09780841589
1552,136109.10254289967
1553,152706.81649196535
1554,114209.56199994385
1555,166165.36961414324
1556,80010.83936053826
1557,105916.57833014752
1558,97599.4325465545
1559,72556.41385538361
1560,128072.36685346547
1561,132741.86552273296
1562,129355.90812751577
1563,122274.78911022536
1564,157781.46297345305
1565,149756.93823530973
1566,235785.6926482963
1567,75160.71399443108
1568,228025.1568546948
1569,133972.96898473342
1570,137659.67592779995
1571,117136.57570346585
1572,147714.60225716626
1573,243986.6141364726
1574,115353.92077411913
1575,225215.53368830748
1576,250080.78341875772
1577,186139.00572380074
1578,144713.0260055557
1579,144879.80920928082
1580,195634.61103722104
1581,153189.23779618568
1582,124599.09676974533
1583,313712.8253688102
1584,224248.77109877492
1585,138096.23452773827
1586,66181.52003685257
1587,100595.60825766782
1588,153758.5554740315
1589,98981.81126634628
1590,135568.35367349288
1591,93715.21123568199
1592,118984.6514457552
1593,126690.0333485117
1594,132514.33320143275
1595,106375.6042769272
1596,226223.79953955713
1597,187295.62579154657
1598,215390.5250555292
1599,166829.52124317075
1600,163806.36943361507
1601,61579.88361872714
1602,115033.39204829272
1603,82724.84376906147
1604,263855.39086003025
1605,241126.89694407515
1606,167389.4200563219
1607,169551.28026185549
1608,214339.6715611133
1609,181498.01191856858
1610,150110.5260627402
1611,134528.42536101094
1612,166724.84696887954
1613,167548.71846664647
1614,125737.69148880884
1615,90923.7115707919
1616,76130.98323855716
1617,93353.32797080788
1618,123749.69591947172
1619,140073.37217479257
1620,160004.4135182655
1621,137693.64659347478
1622,140989.26882933272
1623,263120.2219353292
1624,209201.3702710581
1625,120140.18912090355
1626,166371.15014595928
1627,194470.35938705434
1628,280109.00700391724
1629,179700.85927773293
1630,363865.6305215184
1631,222347.07150164654
1632,242968.40723960343
1633,172164.50823512493
1634,189527.5293940775
1635,174556.4915225123
1636,150930.20583633243
1637,199168.758784291
1638,185369.11991768863
1639,183947.7112868098
1640,258838.3828761483
1641,178254.95824112155
1642,234801.19522360497
1643,217333.85746912722
1644,230653.7712739248
1645,193279.05107277393
1646,159080.9378769088
1647,158241.0290203648
1648,129767.19202912785
1649,139371.2450031442
1650,114924.36951983519
1651,122002.30593775844
1652,95816.06831973828
1653,98731.51904962678
1654,146985.88073303725
1655,139682.29750677673
1656,142494.25571359493
1657,150505.3508786026
1658,146552.0885040781
1659,120490.52424587682
1660,157519.2830628995
1661,453146.80839795235
1662,401731.41282522597
1663,382712.32004343474
1664,497629.40927725006
1665,307061.99281018955
1666,327560.4352836366
1667,369073.38569045335
1668,338369.3147349098
1669,294428.4186392677
1670,342765.8154021242
1671,257329.0140067162
1672,446326.5697343156
1673,290095.56042929884
1674,238569.94481040802
1675,190989.0634921362
1676,190947.49776339103
1677,219914.30416175802
1678,474848.5054987523
1679,396382.68578228174
1680,346248.8719602732
1681,251608.26066769523
1682,308853.0130406833
1683,176827.29655072404
1684,172910.31226636635
1685,170278.19962460623
1686,167386.90630919219
1687,169747.74430866473
1688,190473.52967941598
1689,194490.9682664001
1690,195437.60981929937
1691,182572.8637857326
1692,263380.48292804114
1693,167260.40899472835
1694,183390.86984566867
1695,164844.3162225687
1696,267743.4179143304
1697,171878.89003702608
1698,351768.007989072
1699,311367.5760346846
1700,254890.59640233978
1701,265550.06679019623
1702,249442.30146251796
1703,247500.2004828426
1704,272378.7916575939
1705,233060.8040024546
1706,438980.3271511643
1707,215416.24348482638
1708,207141.07821919647
1709,267235.53013889753
1710,220308.3671689503
1711,269198.5843927354
1712,258310.26882244067
1713,273029.98096302577
1714,223920.87815050554
1715,206468.8342393936
1716,180601.7765319436
1717,169664.88346544074
1718,134002.13948745673
1719,203903.74254560925
1720,240705.77315602594
1721,162214.24466383894
1722,124021.10597343577
1723,154439.5114485345
1724,212737.25969317096
1725,242188.53027163222
1726,184929.21500942798
1727,159221.06423008436
1728,174060.33425254512
1729,170180.26885282103
1730,157598.43821070704
1731,119505.09781830215
1732,130445.15004652023
1733,117751.92977556489
1734,118309.0414940046
1735,127446.58658544939
1736,113149.9814518971
1737,307246.982227799
1738,239557.5176056388
1739,247867.38705789472
1740,225871.54717953567
1741,194149.1260485627
1742,175351.84289755122
1743,176486.73192998042
1744,307142.8958434667
1745,219742.2192739099
1746,175955.1544953376
1747,220595.1206453737
1748,218469.9978133029
1749,147365.51016309392
1750,126526.70372030215
1751,237274.47426369673
1752,118394.78683915602
1753,149188.86085910248
1754,189801.4735998947
1755,169146.77772618155
1756,127115.57459783471
1757,122141.2810752897
1758,144615.61849935452
1759,160923.0091602481
1760,163295.05134791476
1761,143281.79973314187
1762,175664.80561376075
1763,179067.43468992744
1764,115434.49660433644
1765,165632.7117689231
1766,179972.87845794417
